Nombre,Número de reseñas,Número de fotos,Puntuación,Fecha,Comentario,Comida,Servicio,Ambiente,Platos recomendados
Antho,,,5,hace un día,"Las mejores pizzas de la vida! Comimos 2 pizzas chicas, donde mezclamos especial guerrin, fugazza con mozarella, panceta y huevo frito y verduras con huevo frito y no sé cual estaba mejor de todas jeje además del servicio de trinidad que nos ayudó con la mesa y Franco que nos sugirió las pizzas. Había mucha fila pero avanzó muy rápido muy buena la organización.",5,5,4,
Carlos Alberto Pagella,,,5,hace un día,Trinidad,5,5,5,
Laura Minigutti,,,5,hace un día,"Tardaron mucho en atender, el Mozo nada amable y tanto la pizza como la faina llegaron frias... No vale la pena pagar lo que cobran",5,5,4,
Florencia Torres Santiago,,,5,hace un día,Franco y Trinidad genios ❤️❤️❤️,5,5,5,
Virginia Rondan,,,5,hace un día,Pizza excelente,5,5,5,
victor silva,,,5,hace un día,Para mi la.mejor pizza de buenos aires. Super recomendado. Nos atendió Edwin super rápido todo y muy rico,5,5,5,
Alma CISZEVSKI,,,5,hace un día,Trinidad y Agus nos atendieron de 10!!,5,5,5,
Briana Guerrero Rondán,,,5,hace un día,Trinidad y agus nos atendieron maravilloso!,5,5,5,
Sol Craviotto,,,5,hace un día,Hermoso lugar muy bien ambientado y muy buen servicio,5,5,5,
Rocio Saravi,,,5,hace un día,La mejor de todas! Una cosa de locos!!! Franco Trinidad muy atentos y amables. Excelente atención 👏,5,5,5,
Lautaro pitera,,,5,hace un día,Excelente 👌 Franco y trinidad el mozo muy amable,5,5,4,
Matías Christofilakis,,,5,hace un día,Agustin y antonella 🙌🙌🙌🙌🙌,5,5,5,
Antonella Viola Recio,,,5,hace un día,Exelente la tensión  de trinidad y Agustín muy rica la comida realmente un placer y me gustaría volver mil gracias x la atención exelente,5,5,5,
Sarah Cristina,,,5,hace un día,"La señorita Trinidad que se encargó de darnos la mesa fue un amor, muy buena onda y predisposición con la gente. Los mozos son unos genios, súper buena onda también, muy atentos y buen trato. 100% recomendado",5,5,3,
Ariel Bank,,,5,hace un día,"10/10, el mozo Agustin, un genio, y Trinidad increible administrando, un lujo.",5,5,4,
Lulusss,,,5,hace un día,Vinimos desde mendoza y nos habian recomendado sus pizzas! Excelente todo¡ gracias por la atención de Agustín y Trinidad!,5,4,5,
Martina Lourdes Saravia,,,5,hace un día,agustin y trinidad muy amables!!,5,5,5,
jonhatan ezequiel pinto iparraguirre,,,5,hace un día,"Excelente servicio y la mejor pizza, como siempre. Un agradecimiento especial a Trinidad y Mariano.",5,5,5,
Nahuel Sardar,,,5,hace un día,De las mejores pizzas de la ciudad y muy buena atención de Mariano y Trinidad.,5,4,5,
Gero Fernandez,,,5,fecha de edición: hace un día,"La experiencia fue excelente. La pizza salió increíble: masa en su punto, ingredientes frescos y mucho sabor. Además, el trato de Daniel y Trinidad marcó la diferencia. Fueron atentos, amables y te hacen sentir realmente bien recibida. Se nota que disfrutan lo que hacen.
Un lugar al que definitivamente voy a volver.",4,5,5,
Hernán Ponce,,,5,hace un día,Exelente atención de trinidad y Daniel,5,5,3,
Hernan Fernandez (bazoni),,,5,hace un día,La atención de franco fue muy buena,5,5,5,
Adriana Puente,,,5,hace un día,La atención de Franco y Trinidad fue muy buena.,5,5,5,
Valentina Petrarca,,,5,hace un día,Nico g y antonella,5,5,5,
Catalina Domínguez,,,5,hace un día,He ido otras veces y mucho mejor que esta. Por eso pongo 3 y no 2 estrellas. La pizza estaba un poco fría (pedí porción) y costaba en la cantidad de trabajo que tenían que los mozos te pudieran ver para recalentarla,5,5,5,
Paola Crespo,,,5,fecha de edición: hace un día,"Para definir si una pizzería es buena solo necesitas probar su pizza de fugazzeta y su pizza de muzzarella.
La de muzzarella muy rica obviamente. Tiene un poco de picante en la salsa de tomate que le da el toque. El queso es de buena calidad y muy abundante, lo cual la hace bastante grasosa a la pizza. De todas maneras los sabores ente tomate y queso congenian bien sin opacarse entre sí, dando un buen resultado.

Lamentablemente no puedo decir lo mismo de la fugazzeta. Entra mucho el gusto personal acá, pero para mí la fugazzeta tiene que tener mucha cebolla y tiene que estar bien dorada. En este caso era muy escasa la cebolla y estaba semi cruda. Mantiene la misma ecuación con un queso que se desborda de la pizza y la hace super grasosa, pero no logra congeniar bien con los demás sabores. La cebolla (que para mi deberia ser el foco en este tipo de pizza) casi no tiene sabor a nada y la masa pasa completamente desapercibida por el queso. Mi conclusión es que no es una fugazzeta.
Obviamente es rico, sigue siendo una pizza, pero según yo, no es la mejor de CABA.",5,5,5,
TheGarcharino,,,5,hace un día,Mozzarella con sabor amargo y de mala calidad.,5,5,5,
Pablo Micle,,,5,fecha de edición: hace un día,"La pizza espectacular, nos tomamos una jarra de Moscato con la pizza y estaba muy rica. Llegamos temprano así que no tuvimos que esperar, pero cuando empezo a llenarse había una gran fila de espera. Lo que nos sorprendió fue lo mucho que caminamos hacia adentro de la pizzería, era nuestra primera vez ahí y creo que debemos haber caminado más de media cuadra para adentro. La verdad que nos encantó el ambiente. Sin duda vamos a volver!",5,5,5,
Flor Crespo,,,5,hace un día,"Una experiencia única, a pesar de que hay otros locales con un concepto similar en la misma calle (Av. Corrientes). ¡La pizza focaccia es espectacular! El lugar siempre está muy concurrido, con largas colas que llegan hasta la acera en las horas punta. Si quieres evitar las multitudes y visitar el restaurante, ve a media tarde; es mucho más agradable y el servicio es impecable.",5,5,5,
Bianca Lauski,,,5,hace un día,Lindo lugar. Muchas espera.,5,5,1,
Daiana Blanch,,,5,hace un día,"Considerada por muchos como la mejor pizza de Buenos Aires. Estilo argentino con mucho queso, según mi amigo, que es de aquí. Estaba rica, pero tenía demasiado queso para mi gusto.",5,1,4,
Juan Rivarola,,,5,hace un día,Siempre paso por una empanada de carne frita y dos porciones de pizza 🤤…,1,4,4,
Cecilia Rizzi,,,4,hace un día,Como siempre excelente la comida y la atención de los chicos !! No sé sus nombres pero muy buena y rápida la atención eso que había muchísima gente,4,5,5,
Una chica Genial,,,5,hace un día,Muy lindo todo. Beto e Ivana muy buena atención,5,5,5,
Elias Riffo,,,5,hace un día,Ivana y Mario nos atendieron súper bien,5,5,5,
Sasha Gómez,,,5,hace un día,Ivana y nacho excelentes!!!,5,5,4,
Jorge Cesaro Gelos,,,5,hace un día,"Excelente atención, super rápido y con la calidad de siempre. 100% recomendable! Nadia, Ivana y Mario… lo más!",5,4,5,
Santina Zarbá muratore,,,5,hace un día,"Ivana, nadia y Mario, los mejores!!!
Excelente atención",4,5,5,
Jorge DAntuene,,,5,hace un día,"Excelente atención y la calidad del producto! Nos atendieron Ivana, Nadia y Mario y fueron super amavles!",5,5,5,
Fabia Ugozzoli,,,5,hace un día,Es celeste atención recepcionista Milagros y moso Hernesto. Volveremos.,5,5,5,
Camila Escudero Moran,,,5,hace un día,excelente atención de la recepcionista milagros y el camarero Hernesto.,5,5,5,
Marianela Salamone,,,5,hace un día,"Excelente atención, amables rápido y muy rico. Unas genias Nadia , Ivana pendientes de que lo pasaríamos bien y beto el mejor mozo",5,5,5,
Zona Virtual,,,5,hace un día,"Increíble todo! nos atendieron ivana, nadia y beto. Super recomendable!!!",5,5,5,
Alejandro Frigerio,,,5,hace un día,"Todo rico como siempre, Brian y sobre todo Paola una genia, 10 puntos.",5,5,5,
Luciana Esponda,,,5,hace un día,Paola 10 puntos,5,5,5,
Matias Grispo,,,5,fecha de edición: hace un día,La mejor atención de parte de Claudia y leo,5,5,5,
Garen Boduryan,,,4,hace un día,"Me encanta venir! Nos atendió Daniel y Milagros, excelente servicio, muy amables. Las pizzas increíbles. Lo recomiendo",5,5,5,
Tricas Mascotas,,,5,hace un día,Excelente la atención de Daniel y Milagros!,5,5,5,
victoria gomez,,,5,hace un día,"El guerrin es top, nos atendieron perfecto Daniel y Milagros. Gracias!",5,5,5,
Alejandra Noemi Gimenez,,,5,hace un día,Muy buen servicio por parte de daniel y milagros!  😊,5,5,5,
Jesu Ferrari,,,5,hace un día,Muy buen servicio por parte de Daniel y Milagros! Me encantó Guerrin! Volvería 100%,4,5,5,
Lucía Becari,,,5,09/11/2025,Una genia Claudia y Leo con la calidez del servicio que nos dieron.,5,5,5,
Bautista Peyrot,,,5,09/11/2025,"Muy buen servicio de Trinidad,  Ivana y Morales",5,5,5,
India Candles,,,5,09/11/2025,nos atendió ivana trinidad y morales muy buena atencion,5,5,5,
daniela Delgado,,,5,09/11/2025,"Excelente la atención de Ivana y Nacho, son unos genios totales! nos atendieron re bien y muy atentos! Las pizzas 10/10 ✨️",5,5,4,
Erika noelia Diaz pereira,,,5,09/11/2025,"Rico como siempre. Trinidad, Ivana y Nacho excelente servicio.",5,1,5,
diana orozco,,,5,09/11/2025,"Trinidad, Ivana y Nacho nos atendieron súper amables. Con una sonrisa y muy dispuestos! Sin duda un lugar para venir a DISFRUTAR Y COMER MUY RICO",2,5,4,
Tini Marchese,,,5,09/11/2025,"Antonella 💖 y su compa los mejores!!!!
Aguante guerrrinnnnnnn
Volar es divino. Aterrizar es humano.
Jorge",5,5,5,
dplista,,,1,09/11/2025,"Gracias Trinidad, Ivana y Nacho por todo!",5,5,5,
Liberto Ercoli,,,4,09/11/2025,"Al llegar nos recibió Paola y pudimos ingresar rapidísimo, nos atendió Santi y su atención ,cordialidad y amabilidad fue excelente!!
Y Claudia fue también super atenta.
Siempre Gerrín es la mejor opción",5,5,5,
Hugo Iavarone,,,5,09/11/2025,Genial todo la atencion gracias gabriel y antonella,5,5,5,
Maximiliano Coria,,,5,09/11/2025,Muchas gracias a Gabriel y Antonella!,5,5,3,
Daniela Parente,,,5,09/11/2025,"un lujo como siempre!
Excelente atención de Gabriel y Antonela",5,3,4,
Carolina Sosa,,,5,09/11/2025,gabriel y antonella,4,5,5,
Paola Rolfo,,,5,09/11/2025,Genios leo y Claudia,5,5,5,
Eduardo Schuster,,,4,09/11/2025,"Adéntrate en una de las mejores pizzerías de Buenos Aires, que te transportará a la época de la inmigración italiana a Argentina a principios del siglo XX. Puede que la cola de fuera resulte desalentadora, pero avanza rápido porque el local es enorme.",5,5,5,
Luis Garcia,,,5,09/11/2025,Sobrevalorado.,5,5,5,
Santy bx,,,5,09/11/2025,Gabriel y Antonella,5,5,5,
Joseph Molina,,,5,09/11/2025,Gabriel y Antonella 👍🏻,5,5,5,
Agustin Gallardo,,,5,09/11/2025,"Pizzas de muy buen tamaño para su costo, la presentación y atención excelente. El ambiente no es oara nada agradable muy cerrado, poca ventilación.",5,5,5,
Gere Carnelli,,,5,09/11/2025,"Siempre increíble. Nunca me voy a cansar de venir. La atención tanto en la entrada con Milagros como en la mesa con Leo, fue inmejorable, super atentos.",5,5,5,
Elizabeth Robledo,,,5,09/11/2025,"Increíble la comida, atención, y muy poco tiempo de espera.
Nos atendió muy bien daniel y paola.",5,5,5,
Pablo Angel Candussi Martin,,,5,09/11/2025,INCREIBLE experiencia!!! Muy bien atendidas por Daniel!! Lo maximo!,5,5,5,
Sofi Felli Scarfone,,,5,09/11/2025,¡Extraño!,5,5,5,
Emiliano Rotschy,,,5,09/11/2025,"Muy buena atención. Poca espera para entrar. La comida llegó rápido.
Excelente atención de Trinidad y Leo",5,5,5,
Ayelen Sosa,,,5,09/11/2025,Agradecimiento a Erwin  y Claudia por el servicio,5,5,5,
Matias Ballesteros,,,5,09/11/2025,Excelente atención de Erwin y Claudia. Muy amables,5,5,5,
Pablo Gonzalez,,,5,09/11/2025,"Erwin y Claudia, muy buena atención. Excelente pizza y gran variedad de opciones.",5,5,5,
Juan,,,5,09/11/2025,"La atención súper agradable, Claudia nos recibió muy amable y Edwin muy muy prolija admirable como se aprende todos los comensales sin anotar. Aparte tiene ojos muy lindos y pestañas hermosas ☺️",5,5,4,
Nicolas Di Girolamo,,,4,09/11/2025,"Excelente servicio de franco y trinidad
Sin dudas uno de los mejores lugares de Buenos Aires",5,5,5,
camila pombo,,,5,09/11/2025,Como siempre las pizzas son excelente y la atención de los chicos Clau y Erwin muy buena y súper cordiales,5,5,4,
camila contreras coloma,,,5,09/11/2025,"Excelente atencion de Antonella y Gabriel, exquisitas las pizzas. Recomiendo.",5,5,4,
Martin Di Sanzo,,,5,09/11/2025,"Excelente pizza, pero con un valor elevado para la media",5,3,3,
Jeraldine González,,,5,09/11/2025,Que ricoooooo,3,4,5,
Lucas,,,5,09/11/2025,Podría ser mejor por el precio pagado.,4,2,5,
Nico Sancho,,,5,09/11/2025,"Una de las mejores pizzerías de CABA, por lo general hay demora, ya que es muy concurrido pero el lugar es bastante grande, la atención es muy buena. 10 minutos de fila. Muy buena la atencion de franco y trinidad.",1,5,5,
dani naveira,,,2,09/11/2025,Excelente!!,5,5,5,
Camila Recalde Cursach,,,5,09/11/2025,"La pizza es muy rica. Recomiendo la fugazzeta con champiñones!
El personal es muuy amable",5,5,5,
Agustina Villar,,,5,09/11/2025,Excelente servicio de Franco y Priscila !,5,5,5,
Her Vas,,,5,09/11/2025,"Definitivamente un lugar super nice, comida rica y sobre todo excelente atención de parte de Nadia y Esteban.",5,5,5,
Juanii Eclesia,,,5,09/11/2025,"La atención muy buena, el mozo Daniel Pacheco muy amable, y la pizza excelente💓💓🥂👋…",4,5,5,
yamila taborda,,,5,09/11/2025,"Pizzas increíbles, atención muy buena!
Destacamos la amabilidad de Daniel Pacheco y Nadia.

Lugar para recomendar y volver siempre!",5,5,5,
Nicolás Ferrato,,,5,09/11/2025,"De las pizzas más ricas de Buenos Aires, un lugar tan icónico como ruidoso.",5,5,4,
Walter Ramaglia,,,3,09/11/2025,"¡Guau! Pizza increíble. Ambiente genial. Hay tres secciones, y fuimos hasta la última. A pesar de lo grande y concurrido que estaba, el servicio fue rápido.",5,5,5,
Diego Rojtenberg,,,5,09/11/2025,"Fui a Guerrín porque todo el mundo lo recomendaba y tenía mucha curiosidad.
El lugar es muy bonito, tradicional y con ese ambiente clásico porteño que vale la pena conocer.
Pero siendo sincera, la pizza no me pareció wow. Está buena, sí, pero no como para hacer una cola de horas.
Tuve la suerte de entrar sin hacer cola, pero sinceramente no haría una fila.
Vale la experiencia una vez, sobre todo por lo histórico del lugar!!",5,4,5,
Osvaldo baglione,,,5,09/11/2025,"Muy buena atencion del personal, comimos en el patio y nos atendieron muy bien, increible la pizza de la casa",4,5,4,
David Larragueta,,,5,09/11/2025,Excelente servicio y riquísimas pizzas,5,5,5,
luciana baglione,,,5,09/11/2025,"Deliciosa pizza crocante, caliente y servicio rapido",5,5,5,
Nicolas Fassetta,,,5,09/11/2025,Espectacular el patio!,5,5,5,
Diego Diaz,,,5,09/11/2025,Muy buenas pizzas. Estuvimos en la parte del fondo y fue excelente.,5,5,5,
Ingrid Gusmán,,,5,09/11/2025,"Me gusto la experiencia, no esperamos nada para que nos dieran mesa, la pizza deli y el precio adecuado",5,5,5,
Andrea Garcia,,,3,09/11/2025,Excelente lugar si visitas Bs As es parada obligada! Muy buena atención. La entrada al patio es todo lo que está bien,5,5,5,
Juan,,,5,09/11/2025,Nos encantó.estuvimos en el patio.,5,5,5,
Mercedes López,,,5,09/11/2025,Excelente!!! Cómo siempre todo en el guerrin!!,5,5,5,
Naiara Somavilla,,,5,09/11/2025,"Me encantó el lugar, hermoso",5,5,5,
Federico Matta y Trejo,,,5,09/11/2025,"Exelente comida y el ambiente es muy agradable, nos llevaron al patio que no sabíamos que tenía y nos encantó! Volvería sin dudarlo",5,5,5,
Mauricio Ballesteros,,,5,09/11/2025,"exelente lugar, comida y atención! el patio interno que tienen es exelente",5,5,5,
MARIA VICTORIA SEGADO,,,5,09/11/2025,Un clásico de Buenos Aires.,5,5,5,
LUCIANO SEGADO,,,5,09/11/2025,La mejor pizzaa,5,5,5,
Sebastián Castillo,,,5,09/11/2025,"En mostrador conserva su encanto. Es ruidoso, hay que hacer fila en cualquier momento del día pero la pizza lo vale. Volví a hacer un recorrido comparativo con turistas y quedó en primerisimo puesto. Felicitaciones a los trabajadores, que son admirables",5,5,5,
KARINA ORSI,,,5,09/11/2025,"Un pizzería con historia en el centro de Buenos Aires, buen precio y sabor",5,5,5,
Marta Fernandes,,,5,09/11/2025,"Servicio a tiempo, pendiente de que no se generara mucha espera a pesar de la gran cantidad de personas que se encuentra, Cristian quien nos atendió estuvo pendiente de la mesa.",5,5,5,
Gustavo Merklin,,,5,09/11/2025,Excelentw servicio. Unos capos Cristian y Nadia. Efectivamente volvería a comer allí!!.,5,5,3,
Hernan Curti,,,5,09/11/2025,"La atención de Claudia y Nico fue excelente,volveremos sin dudas.",5,5,5,
Luis Perez,,,5,09/11/2025,Gracias Claudia y Nico,5,4,5,
ELISA FABIANA MARCELLI,,,3,09/11/2025,Muy buena la atención de Erwin y Claudia,5,5,5,
Sabri Álvarez,,,3,09/11/2025,"Muy buena la atención de Ernesto
Muchas gracias",5,5,5,
Manoel Romero,,,5,09/11/2025,"Todo super, excelente atencion de christian y nadia",5,5,5,
Esteban Negri,,,1,09/11/2025,Excelente la atención de Ernesto y Trinidad,5,5,5,
Sofia Di Francisco,,,5,09/11/2025,"Nadia y Cristian una masa.
Comer en Guerrin siempre es un 10. Mucha espera pero vale la pena",5,5,5,
Rótulos MAX,,,4,09/11/2025,"Excelente la atención y la comida. Súper rapido y ágil el ingreso, re atentos Hernesto y trinidad🙌🏻✨",5,5,5,
André Machado,,,5,09/11/2025,Nadia y Cristian unos cracks,5,5,5,
Julia Busso (Ju),,,3,09/11/2025,"La mejor pizza de Buenos Aires. Excelente atención de Milagros y Ernesto.
Súper recomiendo ir con amigos/familia.",5,5,5,
Maria Vanesa Crespo,,,5,09/11/2025,Muy buena la atención de Claudia y Erwin,5,5,5,
Michael Licwinko (tchrtrvlrwrtr),,,5,09/11/2025,Beto y Claudia excelente atención!!! Gracias,5,5,5,
Rene Garcia,,,5,09/11/2025,Levi antonella,5,5,5,
Leandra Sotomayor,,,5,09/11/2025,Excelente atencion de Dani y Claudia,5,5,5,
Juanchi x RDC,,,5,09/11/2025,Antonella y Levi,5,5,5,
Mariana Bentolila,,,5,09/11/2025,"Todo excelente. La mejor pizza.
Excelente atención de Dani y Claudia!!!!!!",5,5,3,
Diego Correa Velez,,,5,09/11/2025,Antonela y Levi gracias,5,5,5,
Flor de Maria Quispe Callasi,,,4,09/11/2025,"Nos recibió Milagros y nos atendió Sebastián en la mesa. Los dos muy amables. Maravillada con la acustización del nuevo piso. En fin, todo muy bien,  linda noche en la calle corrientes",5,4,5,
Emma Garcia,,,5,09/11/2025,"Milagros, la recepcionista, y Sebastián, el mozo, fueron muy amables y todo estuvo muy bien!",3,4,3,
Lucas Daniel,,,5,09/11/2025,Sebastián y Milagros unos capos,5,5,5,
Lucia Chavez,,,5,09/11/2025,"La recepcionista milagros muy amable y el mozo Sebastián no rompió nada, un capo",5,4,3,
Cami Ale,,,5,09/11/2025,"Una excelente experiencia, primera vez en Guerrin y agradecido por la atención sobre todo de Milagros y Sebastián ! , agradecido por todo",4,5,5,
Maximiliano Matias Schenfeld,,,5,09/11/2025,Real es la pizza más rica de todo el mundo. Excelente la atención de Esteban y Milagros,5,4,5,
Pao Reyna,,,5,09/11/2025,Daniel pacheco y antonnella,5,5,5,
Nicolás Robles,,,5,09/11/2025,Ernesto y Antonela muy buena atención,5,5,5,
nicolas martinez,,,5,09/11/2025,Gracias Milagros y Esteban por todo! Todo riquísimo y muy abundante.,5,5,5,
Brenda Pagliuzza,,,5,09/11/2025,Buena atención de Ernesto y Antonella. Diez puntos todo!,5,5,5,
meijide priscila,,,5,09/11/2025,Gabriel y Antonella,5,5,4,
Ana Carolina Carranza Astrada,,,5,09/11/2025,Gabriel y antonella exelente atencion,5,5,5,
INÉS CALZA,,,5,09/11/2025,Gabriel y antonela,5,5,5,
Facundo Leonardelli,,,5,09/11/2025,Gabriel y Antonela,5,5,5,
Diego Olivera,,,5,09/11/2025,Gabriel y Antonella,5,5,5,
Raúl Sánchez,,,5,09/11/2025,Gabriel y Antonella,5,5,5,
Miguel Roman,,,5,09/11/2025,"Excelente atención y comida.
Mozo: Federico
Y Antonella",5,5,5,
juan pedro ojeda,,,5,09/11/2025,Levi Antonella,5,5,5,
Antonella Pirnozzolo,,,5,09/11/2025,muy bien atendidos por levi y antonella!,5,5,4,
Lisandro Depetris,,,5,09/11/2025,Levi y Anto excelente atención!!,5,5,5,
Matias Rodriguez Brun,,,5,09/11/2025,Excelente experiencia!! Atención súper cordial de Antonella y Gabriel el mejor de todos!!,5,5,5,
Belen Rodriguez Brun,,,5,09/11/2025,El Gabi y la Anto unos genios perro,5,5,5,
Lucía R. Brun,,,5,09/11/2025,"Exelente servicio, Muy muy buena la comida, llegó todo lo pedido en 10 minutos y para destacar la atención de Anronella,, increíble predisposición",5,5,5,
Marcelo De Vito,,,5,09/11/2025,Excelente la atención de Gabriel y Antonella,3,5,5,
Loly Peralta,,,5,09/11/2025,Antonella y Gabriel,5,5,5,
Vanina Soria,,,5,09/11/2025,Gabriel y antonella,5,5,5,
DIEZ Constanza,,,5,09/11/2025,Excelente,5,5,5,
Silvana Sandoval,,,5,09/11/2025,"Excelente atención sobre todo de Lautaro, Claudia noy Leandro unos fenomenos",5,5,4,
Agustin Marzocchi,,,5,09/11/2025,"Excelente, 100 % recomendable, la atención la mejor de Buenos Aires.. Leandro el gerente un 1000!!! Lautaro y Claudia muy amable y expeditivos… Cada vez que vuelva a Buenos Aires ahí estaré… Las pizzas riquísimas, las mejores!!!",5,5,5,
Santiago Sbocci,,,5,09/11/2025,"Unos genios totales Leandro y Lautaro, impecables, tan amables que dejan en lo más alto al servicio, un gusto",5,5,3,
Adriana Ignaszewski,,,5,09/11/2025,Todo excelente muy buena atención de los chicos. Somos una flia. De Mendoza. Un abrazo de amigos. Volveremos,5,5,5,
Barbie Barrionuevo,,,5,09/11/2025,"Excelente atención del personal. Claudia, Lautaro y Claudia. Muy buena comida",5,4,5,
Federico Romero,,,5,09/11/2025,Muy buena atención de parte de Franco y Trinidad. Muy buena onda,5,3,5,
Eli Ruth Salazar,,,5,09/11/2025,"Franco y trinidad muy atentos en su servicio, siempre pendientes a nuestras necesidades",3,5,5,
Tomas Olivera,,,5,09/11/2025,"Me atendió Franco excelente atención.
Trinidad, por lo que este viendo, tuvimos suerte con ellos.",5,5,5,
Tamara Baich,,,5,09/11/2025,"Me atendió Franco y Trinidad. Geniales, súmenles muchos puntos!",5,5,5,
Leandro Fernandez,,,5,09/11/2025,Franco y trinidad unos cracks.,5,5,5,
Abril Paolinelli,,,5,09/11/2025,Debíamos conocer el lugar por referencia de mi hijo y realmente bellisimo y riquisimooo,5,5,5,
Concepcion María,,,5,09/11/2025,"Hermoso ambiente, personal muy amable, bastante fila pero avanzó muy rápido. Comida caliente y riquísima: la muzza muy rica, la napolitana super buena y las empanadas de carne son un poco picantes, bastante condimentadas. A destacar la pizza de verdura, la mejor que comí en la vida!
La barra está ok, no tiene asientos, permite la charla con el otro y vivir la experiencia en conjunto",5,4,4,
Christian Hernandez,,,5,09/11/2025,¡Pizza cara que no cumple con los estándares brasileños! ¡Cualquier pizza brasileña tiene más ingredientes y mejor sabor!,5,5,5,
Natalia Coelho,,,3,09/11/2025,AMO Guerrin ! Mejor pizza del mundo mundial.,5,5,5,
Hebe Garcia Ruiz,,,5,09/11/2025,Pase a comprar una pizza de provolone chica para llevar. Estaba espectacular solo un poco tibia pero la calente cuando llegue. Tardaron algo de 10 min. Rapidisimo por lo lleno q estaba un lunes. Una chica para dos esta bien porque son pesadas. $28500,5,5,4,
Mariana Palmieri,,,5,09/11/2025,Tema Pizza..ya no le rezo a cualquier santo.,5,5,5,
Rafael Poma Valdivieso,,,4,09/11/2025,Guerrin es parada obligada cada vez que venimos a buenos aires y año a año es mejor! El patio napolitano es un ambiente cálido y excepcional para sentirte como en Italia! Muy buena atención y por supuesto las pizzas son excelentes!,5,4,5,
Pablo Mattiello “Sin502”,,,5,09/11/2025,"Hermoso el patio napolitano, la comida super rica y el mozo el ruso excelente atención.",5,5,5,
Camila Gonzalez,,,5,09/11/2025,No defrauda. Esta vez pedimos para llevar. Super rápido a pesar de estar lleno,5,5,4,
Maria Concha,,,5,09/11/2025,La peor pizza vegana que he probado en mi vida.,5,5,5,
Gracia Concha,,,5,09/11/2025,"Delicioso, muy atentos, todo espectacular.",5,5,3,
Francisca Concha,,,5,09/11/2025,Las pizzas son espectaculares,4,5,5,
florencia Blaiotta,,,5,09/11/2025,Riquísima la pizza😍🫶🏻 y excelente la atención de Gabi!,5,5,5,
Jose Alfredo Figueroa,,,5,09/11/2025,Excelente lugar y atención de Gabi,5,5,5,
Luz Cas,,,5,09/11/2025,"Muy buen servicio Nadia, Paola y Esteban, un placer desde Costa Rica.",5,5,4,
Ninosca Jimenez,,,4,09/11/2025,"Exelente servicio, somos de Costa Rica Charles bbq, exelente servicio, y buenisimo servicio y nadia y Paola y Esteban nos dieron una exelente atención, full recomendado",5,4,5,
Isabel Moreno,,,5,09/11/2025,"Excelente servicio de franco trinidad, impecable todo",5,4,5,
Emiliano Morero,,,5,09/11/2025,"10/10 es la segunda vez que vengo y volvería siempre! Imposible venir a BA y no pasar por Guerrin, las mejores pizzas! 🩷",4,5,5,
Ivana Urunaga,,,5,09/11/2025,Agustin y Aldana fueron increíbles con nosotros 🤗,5,5,2,
Florchus Mendoza,,,5,09/11/2025,Buen servicio y atención de Nacho e Ivana,5,5,5,
ailen pereyra,,,5,09/11/2025,Agustin y Aldana son increibles,5,4,5,
Juli Nash,,,5,08/11/2025,Excelente la atencion de Franci y de Trinidad.,5,4,5,
sandro diez,,,5,08/11/2025,Aldana,5,5,5,
Diego Robledo,,,5,08/11/2025,Muy buena la atención de Antonella y Mario,5,5,5,
Franco Cipriani,,,5,08/11/2025,Grandes Antonella y Mario!,5,5,5,
Marce Mieras,,,5,08/11/2025,Antonella y mario,5,5,5,
Ueslei Abreu,,,5,08/11/2025,Muy buena atención del mozo Leo Morales  y de la recepcionista Nadia y Paola . Muy rico todo y muy rápido.,5,5,5,
Luciano,,,5,08/11/2025,Siempre excelente! Un placer la atención de esteban y paola,5,4,5,
Hector Vega,,,5,08/11/2025,¡Nadia y Lautaro brindaron un servicio excelente!,5,5,5,
Maria Alexia Videla,,,5,08/11/2025,Excelente atención por parte de Diego y Claudia!,5,5,5,
Alexandra Zamora,,,5,08/11/2025,Muy buen atencion de brian y Antonella,5,5,5,
Ximena Gabriela Mansilla,,,5,08/11/2025,"Jamás comí una pizza tan fea como este día. Horrible el gusto de la masa, la muzzarella y la faina",5,5,5,
Ednita Flamenco,,,5,08/11/2025,"Nadia, Aldana y Esteban nos brindaron un gran servicio para que sea una buena noche ☝🏽",5,5,5,
Oscar Zelaya,,,5,08/11/2025,Gabriel y Antonella,5,5,5,
maria ines alvarez (Marita),,,4,08/11/2025,Gabriel y Antonella,5,5,3,
Analia Alejandra Acosta,,,5,08/11/2025,"Leo nuestro mozo muy amable ,excelente !!",5,5,5,
Nadya Smerkin,,,5,08/11/2025,"Graciass a Edwin, Dana y Aldahana, todo muy rico, y no hubo mucha demora en la espera. Valió la pena!",5,5,5,
Claudio Fornari,,,5,08/11/2025,"Buena experiencia y comida, muchas gracias al mozo Erwin, Nadia y Aldana",5,5,5,
Miqueas Ortega,,,5,08/11/2025,"Nadia, Aldana y Erwin",5,5,5,
John Schettino,,,5,08/11/2025,Muy rica pizza y atención!!,5,5,5,
Maria de los Angeles,,,3,08/11/2025,Excelente lugar y muy buena comida. Es un lugar obligado de Bs As,5,5,5,
Serena Yunes,,,5,08/11/2025,Excelente. Leandro y Claudia súper atentos.,5,5,4,
AfterRaiin,,,5,08/11/2025,"nos atendieron muy bien, tuvimos una espera entendible por el lugar, el mozo leandro nos atendio muy bien",5,5,5,
Dana Rivadera,,,5,08/11/2025,Muy buena la comida y el mozo Leandro nos atendió muy bien!,5,3,3,
