Nombre,Número de reseñas,Número de fotos,Puntuación,Fecha,Comentario,Comida,Servicio,Ambiente,Platos recomendados
Rodrigo Salazar,,,5,21/02/2026,"Nota: Es un lugar concurrido por lo que hay mucho ruido, pero es muy bueno.",5,5,3,
Harold Kevin Cardona Salazar,,,5,21/02/2026,La mejor pizza de Buenos Aires,5,4,5,
VALERIA LUISA FORONDA BARBERY,,,5,21/02/2026,Buena pizza! Hay que tener paciencia porque hay mucha gente,4,5,5,
Emilia Suarez,,,5,21/02/2026,"La comida super delicioso, pero en atención podría mejorar, fui solo y a pesar de haber pedido que recomendaran algo para mí solo, me vendieron una pizza completa y una jarra de fernet, que luego los otros comenzales me indicaron que no era recomendable que me la tomara yo solo, además fue lenta la atención. Pero en si es buen lugar para comer pizza de calidad",5,5,5,
Antonella Scarpato,,,5,21/02/2026,El mejor lugar,5,5,5,
eugenia juarez,,,5,21/02/2026,"Ya van 2 veces que voy en los últimos 3 mesaes. Tardan más de 30 min en traer la pizza y no llega bien caliente.
Tienen tanta gente que te atienden de favor. Banchero en la esquina está mejor, en más barato y te atienden como rey.
La ambientación está increíble, muy lindo, pero el producto no es tan bueno como promete",5,5,5,
Mauro Scarpato,,,5,21/02/2026,"Para mí fue la mejor pizza de Buenos Aires. Hace unos años bajo la calidad, es inconstante, días bien, días mal. La atención es mala y el ambiente al menos en el salón principal deja que desear. Un clásico de la ciudad que debe volver a su esplendor !",5,5,3,
Florencia Alamo,,,5,21/02/2026,Comida excelente y muy agradable en el patio!,5,4,5,
Guillermina Ortiz,,,5,21/02/2026,"Una de las mejores pizzerias de Buenos Aires! La pizza es deliciosa, la atención rápida e impecable. Los precios accesibles!",4,5,5,
esteban Tejeda,,,5,21/02/2026,Rico por excelencia,5,4,5,
Vale González,,,5,21/02/2026,"Buena atención y servicio
Excelente y amplio local (patio)",5,5,4,
Maria Silva,,,5,21/02/2026,"Excelente lugar, generalmente hay que hacer cola para entrar, pero va rapido! Me encanta disfutar la cena en el Patio italiano!!",5,4,2,
Florencia Paola Nieto,,,5,21/02/2026,La mejor pizza de mi vida,4,2,5,
María Emilia Fasolino,,,5,21/02/2026,"Lindo lugar, ambientación tradicional. La pizza estaba muy bien.
Fui sábado al mediodía y no hubo que hacer cola.",2,5,3,
Lourdes Ayala,,,5,21/02/2026,Cuando tengo visita siempre los llevo a probar la experiencia de Guerrin.,5,3,5,
Alejandra Clavel,,,5,21/02/2026,Comida excelente.,4,5,3,
Leonel Avila,,,5,21/02/2026,Riquísimas las pizzas muy buena atención. Precio alto pero lo vale,5,5,5,
Manuela Goñi,,,5,21/02/2026,"Se come súper rico. Siempre hay cola pero va muy rápido así que se entra relativamente rápido.

Los mozos son muy amables pero al ser tan grande el lugar a veces no están atentos y yo por ejemplo necesitaba sal y nunca pude pedirla.

En cuanto a precios, una pizza grande esta aproximadamente 42 mil pesos y son todas súper ricas.

Nosotros éramos 5 y pedimos una pizza grande y una chica y hasta nos sobró un poco!

Lo único a mejorar es que la vajilla estaba un poco sucia…",5,5,5,
Ana Schneebeli,,,5,21/02/2026,Agradable lugar para comer pizza al paso! pero no es de mis favoritas!,5,5,5,
Julia Messina,,,5,21/02/2026,"Un lugar único icónico de BS AS!!
La atención de Janet en la recepción y de Beto atendiendo nuestra mesa es de 10!!
Igualmente todes les trabajadores impecables!!",5,5,5,
Fábio Miranda,,,5,21/02/2026,"Realmente es un lugar imperdible. Si vuelvo a BA, es un lugar que revisitaré sin duda.",5,5,5,
Candela,,,5,21/02/2026,"No me gustó mucho el sabor de la pizza, creo que hay mejores. Fui más que todo por la fama que ha ganado en redes sociales pero no fue una experiencia inolvidable. Solo se puede pagar en efectivo",5,5,4,
Hellen Michelly,,,5,21/02/2026,"Sin palabras, una experiencia inolvidable. No entiendo cómo viví 51 años sin saber de la existencia de esta pizzería.",5,5,5,
Joaquín Castro Ferragut,,,5,21/02/2026,Muy rico... Gran variedad de pizzas.. Extraordinario!!! Volvería a ir,5,5,4,
Isabel Alejandra,,,5,21/02/2026,"Un ambiente increíble que te transporta a los años 90 y la pizza estaba increíblemente buena, un poco cara para algunas pizzas, pero valió la pena por la experiencia en general.",5,4,5,
Julieta Irazabal,,,5,21/02/2026,"Salón super amplio. Tiene lugar para sentarse o para degustar porción al paso.
Las pizza excelente!",5,5,5,
Magui ch,,,5,21/02/2026,Desde la historia hasta sus platos...todo delicioso. Un lugar para compartir con amigos o familia...,5,5,5,
Camila Florencia Ponte,,,5,21/02/2026,"La Pizzería Güerrín es de esos lugares que te aseguro te va a encantar por completo. Para mí, no es solo una pizzería, es la experiencia de la pura tradición de Buenos Aires. Cuando yo entré la primera vez, en serio, el ambiente es un caos vibrante y genial que me fascinó. Es bullicio, luces y ese ritmo de meseros que parecen estar en otra dimensión de lo rápidos que son. Auténtico, es un clásico que a mí me envuelve con esa onda retro y me hace sentir que estoy justo donde pasan las cosas mas lindas de la ciudad.

Lo que más me gustó fue la atención. A pesar de que está lleno de gente siempre, el equipo de Güerrín es muy profesional. Son súper eficientes y amables. Te atienden rapidisimo, están pendientes y manejan el quilombo con una habilidad impresionante. Que me reciban con una sonrisa y me sirvan tan bien en medio de ese ritmo frenético, se valora mucho, hace la experiencia muchísimo mejor.

Y bueno, hablemos de lo que importa: la pizza. Yo soy fan de su masa, es excelente, con esa textura alta, aireada y esponjosa, muy típica de aca. Si eres de los que prefiere lo clásico, obviamente, la muzzarella es fantástica. Pero mi gran recomendación es que te des el gusto con la pizza de Pepperoni. Es otra cosa. El contraste del toque picantito, el salado del pepperoni, el queso que se derrite que es una delicia y esa base perfecta... es espectacular. Cada porción es una explosión de sabor. Si te gusta la pizza de verdad y apoyas la tradición, este es mi lugar favorito. ¡Una parada IDÓNEA si andas por AV. Corrientes!",5,5,5,
Laura Garcia,,,5,21/02/2026,Hermosa experiencia! Muy buena onda y te cantan el feliz cumpleaños! Atención de Leandro excelente 💗,5,5,5,
Eric Ramos,,,5,21/02/2026,Mariano y Antonella,5,5,5,
ivan adiego,,,5,21/02/2026,Gracias a Nerea y Beto por la atención.,5,5,3,
Enzo Castellan,,,2,21/02/2026,"muy buen lugar, familiero y rico!!",5,4,4,
José Irusta Solera,,,5,21/02/2026,Re buena atención de franco y Antonela. Gracias!! 🙏,4,4,5,
Ronan Pianesi,,,5,21/02/2026,Increíble!!,4,3,5,
Andres Elias,,,5,21/02/2026,Antonella y Leo,5,5,2,
Ignacio Voltura,,,5,21/02/2026,"Claudia, Nerea y Beto nos dieron la mejor atención del mundo!",5,3,4,
Frank Marchan,,,5,21/02/2026,Nadia y mariano un exitooo 👌🏼🥹,5,2,5,
Victor Ximenes,,,5,21/02/2026,Nadia y mariano unos genios🙌🏼🙌🏼🙌🏼,5,3,5,
Verónica Salazar,,,5,21/02/2026,"Excelente atención, comida y todo!!!
En especial de Claudia, Nerea y Beto!!",3,5,5,
Miriam Guevara,,,4,21/02/2026,"Pizza clásica, Claudia, Nerea y Beto son unos cracks",5,5,5,
Bruno Barrientos,,,5,21/02/2026,"La comida 10/10, literal increíble, el servicio y atención también, lo único malo es que el lugar es muy ruidoso pero todo lo demás lo compensa",5,5,5,
Milagros Alladio,,,5,21/02/2026,¡Beto crack!,5,5,5,
Rocio Moreno,,,5,21/02/2026,Muy buena atención de ivana y beto. El lugar está muy bien ambientado. La fuga rellena muy buena. A las muzza le faltaba un poco mas de queso para mi gusto.,5,5,5,
Camila Galdame,,,5,21/02/2026,Con personas como Ivana y Beto es un placer venir a comer acá!!,5,5,5,
Franco E Pereyra,,,5,21/02/2026,Excelente atención de Ivana y beto,5,5,5,
Roberth,,,5,21/02/2026,Excelente! Nos atendió Nerea,5,5,3,
silvina Frigo,,,5,21/02/2026,Claudia nos atendió super bien y rápido!!!!,5,5,4,
Nicolás Correa,,,4,21/02/2026,Me atendió Nerea y todo espectacular y de diez!,5,5,4,
Paula Pikula,,,5,21/02/2026,"Hermoso lugar y atención.
Nacho y claudia son unos genios, super amables",5,4,4,
AnalíaCroci,,,5,21/02/2026,"Buena experiencia
Bien atendido por franco y trinidad",4,5,5,
Daniela Ferigutti,,,5,21/02/2026,Excelente atención y servicio de Nadia y Lautaro… Saludos desde Tucumán y Salta . Familia Restivo Sillero,5,5,5,
Maria Elba Bonnin,,,5,21/02/2026,"Gracias a Nadia y Lautaro, excelente servicio",5,5,5,
maximiliano leon,,,2,21/02/2026,"como siempre un 10, excelente atención de luca y paola 🫶🏻
excelente nico g  y antonella!",5,5,5,
Pedro Serpa,,,5,21/02/2026,"agustin y antonella
nico g y antonella",5,5,5,
Kimberly Keyt,,,4,21/02/2026,Nadie y Gabriel,5,5,5,
Nath Queen Bee,,,5,21/02/2026,Recomendadas las pizzas. Todo el personal fue muy amable.,5,5,5,
Flavia Americo,,,5,21/02/2026,Excelente atención de Leo y Antonela,5,5,5,
Karina Peralta,,,5,21/02/2026,"Excelente comida y atención, gracias Leo y Antolla 👏🏻",5,5,4,
Nina,,,5,21/02/2026,Nadia y Gabriel nos atendieron muy bien .,5,5,4,
Jrizzy Jrake,,,5,21/02/2026,Excelente servicio el de Gabi y Nadia!,4,4,5,
Pablo Agata,,,5,21/02/2026,Gabriel y Nadia un éxito,5,5,5,
MaanuelASD,,,5,21/02/2026,La atención de trinidad y de Nicolás de lima fue excelente,5,5,5,
Zoe Figueroa,,,5,21/02/2026,Muy bueno todo! Excelente,5,5,5,
Mia Rodriguez,,,5,21/02/2026,Nadia y Gabriel nos atendieron excelente. Y rápido,5,5,5,
julyy murphy,,,5,21/02/2026,nico de lima y trinidad,5,5,5,
Esteban Cárdenas,,,4,21/02/2026,Excelente todo. Muy buena atención y clima acogedor. Trinidad y Nico de Lima 2 personas muy atentas.,5,5,5,
Matias Ferraro,,,5,21/02/2026,Excelente atención de parte Trinidad y Nico De Lima….,5,5,5,
emanuel vazquez,,,5,21/02/2026,Excelente,5,5,5,
Trini queyras,,,5,21/02/2026,Excelente atención de Claudia y Leandro.,5,5,5,
Lucas Paolini,,,5,21/02/2026,Graciaaas hermoso lugar primera vez 👌🏻,5,5,5,
Exequiel y Tomas Quezada,,,5,21/02/2026,Leo y antonella,5,5,5,
Teresita Cabral,,,5,21/02/2026,Todo ok !! Bien atendidos por trinidad y nico de lima,5,5,4,
Claudio Gustavo Infanti,,,4,21/02/2026,Buena atención de Nicolás y Claudia,5,5,5,
Marco Dure,,,5,21/02/2026,"Excelente atención y calidad, muy buena!
Daniel Pacheco Y trinidad, nos dieron muy buena atención!",5,5,4,
Be bacigaluppi,,,5,21/02/2026,Franco y Antonella,5,5,5,
Santiago Mattio,,,5,21/02/2026,"La mejor pizza lejosssssss y Muy buena la atención de Tinidad y el mozo Daniel súper atento, le regalo un libro con la historia de güerrin súper contentos. Muchas gracias",5,5,5,
PABLO FABIAN Spandonari,,,5,21/02/2026,Buen lugar para comer recomendado,5,5,5,
Juan Leguiza,,,4,21/02/2026,"Muy buena atención de Anto y Fede, la pizza rica como siempre",5,5,5,
Jharol Aguilar,,,5,21/02/2026,Fede y Anto lo mas,5,5,5,
Emiliano Ferreiros,,,3,21/02/2026,Federico y antonella,5,5,4,
fabio silvestri,,,5,21/02/2026,"Primera vez que vinimos y me pareció Muy lindo lugar y la atención ni hablar, excelente Gabriel y Nadia… felicitaciones 👏🏻👏🏻👏🏻👏🏻👏🏻",5,5,5,
Yamila Rivero,,,5,21/02/2026,Nadia y Grabriel excelentes!!,5,4,4,
Leandro Alexis Gomez,,,5,20/02/2026,"Muy rico todo, nos recibió y atendió Gabriel",5,5,5,
Elina Valentini,,,5,20/02/2026,El mozo gabriel un crack 🙌🏻,5,4,5,
Drink Truck Delivery,,,5,20/02/2026,Excelente lugar y atención de Trinidad y Esteban.,5,5,5,
Rafaela Linzmayer,,,5,20/02/2026,Antonella y Nico G 😍,5,5,5,
Celeste Espeche,,,5,20/02/2026,Trinidad muy amable y Esteban un capo! Todo muy bien.,5,5,4,
Marianella Rojas Duncan,,,5,20/02/2026,Trinidad y Esteban unos grosos.,5,5,5,
Daniel Espeche,,,5,20/02/2026,La pasamos genial Esteban nos atendió de 10 y Trinidad super gentil,5,4,5,
Luis Arias,,,4,20/02/2026,Gracias trinidad y Gabriel excelente atención!!,4,2,5,
Marcos Vanella,,,4,20/02/2026,"La pizza es excepcional. El servicio, impecable, todo rápido. Los mozos, Franco y Trini, muy atentos.",5,5,5,
MARIA SULBARAN,,,4,20/02/2026,"Excelente ambiente relajado, me gusta el ir y venir de la gente.",5,1,5,
Carlos García,,,5,20/02/2026,"Excelente como cada vez que venimos, son una delicia, el servicio rápido, Franco y Trinidad son excelentes",3,5,2,
Miss Pecas MUA,,,5,20/02/2026,Las mejores pizzas que he comido en mi vida,5,5,5,
Candela Victoria Fernandez Chiaradia,,,5,20/02/2026,"muy linda la anterior de los chicos de parte de trinidad y gabriel, excelente la comida muy rico todo",5,3,5,
Agustin Occhiuzzo,,,5,20/02/2026,Trinidad y Gabriel me alegraron el día,4,5,5,
Luciano Ocaña,,,5,20/02/2026,Franco y Antonella,5,5,5,
Micaela Lopez,,,5,20/02/2026,Franco y Antonella,5,5,5,
Melu Bendayan,,,5,20/02/2026,Franco y Antonela,5,5,5,
Edward Romero,,,5,20/02/2026,Franco y Antonella,5,5,5,
daniela ganoza,,,4,20/02/2026,Franco y Antonella,5,4,5,
Ariadna Gallardo,,,5,20/02/2026,Franco y antonela,5,5,5,
Gonzalo Inostroza,,,5,20/02/2026,"Vale la pena la fama que tiene, la pizza está buenísima. Cuando llegamos había una cola enorme, pero mucha gente solo estaba allí para recoger sus pedidos. Pedimos una mesa y nos sentaron enseguida.",5,5,4,
Melanie Belloni,,,5,20/02/2026,"La pizza se demoro 40 minutos, después de hacer 1.30 hs de cola para entrar. Cuando llego estaba pasada en ajo y ají, no se podía comer.",5,5,5,
DANIA RAMOS,,,5,20/02/2026,Muy buena atencion,5,4,5,
Matias Gam.,,,5,20/02/2026,Excelente comida y atención! Genios Trinidad y Gabriel!!!!!,4,5,5,
Facundo Paez,,,5,20/02/2026,"Excelente atenciónnn, y pizzas exquisitamente deliciosas trinidad y Gabriel los mejores nos atendieron un 20!!",4,5,3,
Julieta B,,,5,20/02/2026,"Excelente y recomendada la pizza de sabor delicioso y porción generosa de ingredientes; el segundo piso NO está al mismo nivel en cuanto a decoración que la primer planta. El servicio tardó un poco en darse cuenta que nadie nos había hecho el pedido, pero después de ahí ya estuvieron más atentos.",5,5,4,
Lucas Stangen,,,5,20/02/2026,Sabor único y calidad,5,2,5,
leonardo luiz Moraes,,,5,20/02/2026,"Un lugar típico, la comida está bien, pero esperaba que las empanadas estuvieran más ricas. ¡El servicio es amable y atento!",3,4,5,
Giovanna Bruno,,,5,20/02/2026,En ambiente sólo 3 porque las mesas para mi opinión personal están muy pegadas unas con otras,3,5,5,
Paola Matos,,,5,20/02/2026,"Como un bld me olvidé de sacar fotos. El lugar está bueno, te atienden rápido, y la comida es rica. Yo comí pizza especial de la casa chica, que tiene muzzarella, jamón, tomate, aceituna y nosé si algo más, son 4 porciones grandes, te llenas bien, tampoco explotás, después de un rato te agarra un poco de hambre. El precio es caro, esa pizza costó como 30K, comí yo y mi papá, y nosé cuanto más por las bebidas. En la entrada podés pedir porciones y otras cosas y más barato, pero comés parado, osea están las mesas altas y comés parado, yo comí en sillas en el segundo piso. Además la pizzería Americana que está en frente, casi nl tiene gemte xD, Güerrín se los llevo todos jaja. ℂ𝕆ℕℂ𝕃𝕌𝕊𝕀𝕆́ℕ: ℝ𝕀ℂ𝕆 𝕐 ℂ𝔸ℝ𝕆",5,5,5,
Gina Pugliano,,,5,20/02/2026,Un 10,5,3,5,
Candelaria Bugliot,,,5,20/02/2026,"Fuimos a esta pizzería, que parece ser una de las más famosas de Buenos Aires, y la experiencia fue muy agradable.

No se necesita reservación; el lugar es muy espacioso, pero se llena.

Se puede pedir por porción o pizzas grandes o pequeñas.

Vale la pena visitarla.

Estuve de nuevo en Buenos Aires y no podía perder la oportunidad de regresar a este lugar.

¡Una vez más, todo estuvo maravilloso!",3,5,5,
Camila Foletto,,,5,20/02/2026,La mejor pizza de argentina. Sin dudas,5,5,4,
residentes dermatologia hospital cordoba,,,5,20/02/2026,Excelente en general!,5,5,4,
Facundo Zapata,,,5,20/02/2026,"Nose si hace falta una reseña de este iconico lugar pero acá estoy, no importa el horario en el que pases siempre va a haber gente pero todo se mueve muy rápido y tienen todo súper organizado así que dudo que tengas que esperar más de 30min (si son varios y no están todos no los dejan pasar a la mesa).
Respecto a la pizza para mi es excelente, desde la masa hasta la salsa así que si o si hay que pasar cuando se puede 💋🍕",5,5,5,
Chiara Mancini,,,5,20/02/2026,El lugar es excelente.. El ambiente acogedor....,5,4,5,
mariana villanueva,,,5,20/02/2026,"Transformaron un clásico de Buenos Aires en un souvenir para turistas. El salón ruidoso, el servicio apurado y la pizza que perdió calidad. Una pena.",4,5,4,
Andrea Barra,,,5,20/02/2026,Ezcelente atención de Leonardo.,5,5,5,
Bianca chocobar,,,5,20/02/2026,Santino y Antonella🖤🖤🖤,5,5,5,
carlos caricato,,,4,20/02/2026,"El mozo Nicolas muy bien predispuesto, amable,  atento. Un 10.
Y Agustina muy simpática y amable.
La atención y organización excelente la comida ni hablar. Super recomendable!!. Es un fijo cada vez que estoy por bs as.",5,5,5,
neila rodriguez,,,5,20/02/2026,riquísimo las pizzas y muy buena atención de agustina y beto,5,5,3,
Federico Rosso Bonet,,,5,20/02/2026,muy buen servicio por parte de agustina y beto,5,5,5,
M L,,,1,20/02/2026,Excelente atención!!!! 100 puntos  Nico y agustina!!!!! Volveré siempre!!!!,5,3,5,
Florencia Passet,,,5,20/02/2026,"Espectacular, LA MEJOR  pizza. Los chicos muy atentos, destaco al mozo Ariel, Claudia y Trini que me permitieron no solo disfrutar de la comida si no vivir una buena experiencia en la historia del sitio. Ameee rotundamente, lo super recomiendo!",3,5,5,
Cris Acosta,,,5,20/02/2026,"Nos recibió Agustina, y en la mesa nos atendió Nico. Fui con mi sobrino y nos malcriaron como nunca. La Fugazzeta rellena con jamón no tiene rival. Gracias, volveremos!",5,5,5,
Facundo Urturi,,,4,20/02/2026,"Nos atendieron muy bien, excelente comida y lugar. Voy a volver claramente ♥️",5,5,5,
myriam morganti,,,5,20/02/2026,"Nos atendieron agustina y nico, realmente una experiencia inolvidable, comida riquísima y gran ambiente, volveria mil veces!",5,5,5,
Joaco Lamelas,,,5,20/02/2026,Súper excelente todo gracias a Trinidad y a Franco que nos atendieron increíble,5,5,2,
José Bermeo Moreno,,,5,20/02/2026,Increíble,5,5,5,
esteban toniolo,,,5,20/02/2026,Lautaro y Antonela nos atendieron excelente. La mejor pizza que he probado,5,5,5,
hector israel alegre,,,5,20/02/2026,Muy buena atención de trinidad y mariano,5,5,5,
Alvaro Moggia,,,5,20/02/2026,"Excelente servicio. Nos recibió Trinidad, super amable. Nos ubicó super rápido. Luego nos atendió Brian, de 10. Excelente servicio. Recomendamos la de Pepperoni y la Napo",5,5,5,
Flor b,,,4,20/02/2026,"Siempre es un placer venir
Y traer amigos que nunca vinieron y ver su caras lo es todo, gracias por la atención de Agustina y Beto por el servicio brindado!!!",5,5,5,
Jhon Alexander Hincapie,,,4,20/02/2026,"Excelente, complacida con el lugar, muy porteño",5,5,4,
Andrea Nicita,,,5,20/02/2026,Todo muy placentero y muy bien atendidos por Trynidad y Franco,5,5,3,
Diego Cecconello,,,5,20/02/2026,"Top 1.
Muy bueno todo. Diez puntos la atención de Milagros, Antonella y Gonzalo.",5,5,5,
Pablo Cusnir,,,1,20/02/2026,Excelente lugar. Trinidad un 10/10 en el servicio y Franco un gran anfitrión del local. Totalmente recomendado!!!,5,4,5,
Sebastian Giovanini,,,5,20/02/2026,Excelente atención de Trinidad y Franco! Unos genios!,5,5,5,
Maira Alejandra Ayala Banda,,,5,20/02/2026,"Excelente atención de Franco y Trinidad. La pizza muy rica, pero mala la recepción y tener que esperar 30 min para entrar y que te lleven de aquí para allá.
Lo de más excelente, los chicos muy amables.",5,5,5,
Pablo Oettel,,,4,20/02/2026,"Gonzalo, Antonella y milagros de diezzzz",4,5,5,
Elena Iglesias Llanos,,,5,20/02/2026,"Excelente atención de Franco y Beto. Unas genias Ivana y Claudia. Vale la pena la espera, las mejores pizzas de Buenos Aires",5,5,4,
Sergio Emmanuel Lujan,,,5,20/02/2026,"Espera un poco larga pero, tomando en cuenta la experiencia, el cumulo de clientes y el sabor vale totalmete la pena",5,5,5,
Christian Dominguez,,,5,20/02/2026,Santiago y Antonella,4,5,4,
Cris ViLa,,,5,20/02/2026,Pizzas de muy buenas porciones y de un sabor espectacular!,4,5,3,
Vero R Lima,,,5,20/02/2026,Muy bueno servicio de Nacho y Antonella,5,5,5,
Alma de piche,,,3,20/02/2026,"Excelente atención y servicio
Ernesto y Antonela",4,3,5,
Silvana Delia,,,5,20/02/2026,Atendido por Leo y Antonella muy bien todo,5,5,5,
Ronald denis Talavera,,,5,20/02/2026,Excelente servicio de nacho y antonella,5,5,3,
María Laura,,,5,20/02/2026,"Antonela, capa total. Leo muy atento",5,5,5,
Synergy Psicología,,,5,20/02/2026,Sin duda es un icono y pura tradición de la pizza porteña. Ir a Guerrin es un imperativo para conocer la gastronomía popular de Buenos Aires.,5,5,5,
Rafael Hassan,,,4,20/02/2026,Lugar mágico que te transporta en el tiempo y la comida perfecta.,5,5,5,
Ezequiel Mansilla,,,5,20/02/2026,Antonella y Leo,5,5,5,
Susana Pedotti,,,5,20/02/2026,Unos genios Antonela y Gonzalo!!!!!!,5,5,5,
Florencia Villagra,,,5,20/02/2026,Solo no pudimos sentarnos todos juntos porque éramos un grupo grande. Pero las pizzas espectaculares.,5,5,5,
Jorge Luis Graneros,,,5,20/02/2026,Súper rico!,5,5,5,
Delfina Fernandez Stalla,,,3,20/02/2026,"La pizza rica y con mucho mucho queso. La verdad no es mi tipo de pizza pero objetivamente buena. El ambiente no es agradable ni dentro ni fuera. Dentro esta súper ruidoso y lleno, fuera te sientes inseguro, rodeado de gente hostil. Un clásico, pero personalmente no haría la fila de nuevo.",5,5,5,
nicolas parrilla,,,4,20/02/2026,"El ambiente me transporta a il Vera Italia. En esta oportunidad nos atendió Erwin, muy cordial. La pizza un 10.",5,5,5,
Sibaris Catering,,,5,20/02/2026,In-creible la mejor pizza de latam,5,5,5,
msaldias cl,,,5,20/02/2026,"Excelente atención la calidad de la materia prima que usan es muy alta lo que se ve reflejado en el producto final
Hay que tener un poco de paciencia no se asusten si ven mucha gente que la cola va rápido si están cerca no se lo pierdan",5,5,5,
Adriana Ascencio,,,3,20/02/2026,La mejor del planeta,5,5,5,
Miguel A. Cuello,,,5,20/02/2026,"Está muy bueno el salón de atrás, al fondo. La pizza es muy buena.",5,5,5,
Enrique Kike A.,,,5,20/02/2026,"La pizza está muy buena, pero se llena muchísimo. Si llegas tarde, tendrás que esperar horas en la cola, ¡pero sin duda merece la pena visitarla!",5,5,5,
Nicolas Cubides,,,5,20/02/2026,Horrible parece un pan con queso🫠…,5,5,4,
sabrina vitrano,,,5,20/02/2026,Excelente las pizzas cómo así también las empanadas fritas,5,5,5,
Luz Carolina Causa,,,5,20/02/2026,Que rico Darin!!!,5,5,5,
Gonzalo Solis,,,4,19/02/2026,Todo muy rico y la atención excelente,5,5,5,
Manu Romeo,,,5,19/02/2026,"Hace 60 años que lo conozco
Siempre buena Pizza 🍕
Ahora tienen un lugar muy práctico en la Vereda, bien cerrado, en Plena Calle Corrientes! Al lado de los vehículos y las luces de los teatros!",5,5,5,
leandro de mieri,,,5,19/02/2026,"Un histórico de Buenos Aires,  no podes dejar de comerte una porción y sumarle una de faina",5,5,5,
Mati Gonzalez,,,5,19/02/2026,"Pizza de molde (masa gruesa), de buen sabor.",5,5,5,
Hernan De Mieri,,,5,19/02/2026,"La mejor pizza de CABA, sin dudas.",5,5,5,
Lourdes Garcia Migliaro,,,5,19/02/2026,Es tan buena o pizza que pasa todo el tiempo llena tuve que pedir para llevar,5,5,5,
Valeria De mieri,,,5,19/02/2026,"La pizza muy rica, aunque nada de otro mundo. El lugar (mesa, vajilla, azulejos de la pared contra la mesa) bastante sucios.

Cuando llegamos conseguimos mesa al instante, pero al irnos (21.15 aprox) la cola era de media cuadra.

Muchísima gente y poco espacio entre mesas, por lo que cada vez que alguien pasaba, teníamos que levantar nuestra bandeja de pizza para que no la chocasen.

Precios razonables. Servicio rápido y camareros amables.",5,5,5,
Romina De Luca,,,5,19/02/2026,La mejor pizza de argentina,5,5,4,
Jorge San Martín,,,3,19/02/2026,"Fuimos dos personas, cenamos fugazzeta rellena de 4 p mas dos gaseosas, la parte de arriba de la pizza le falta cocción, se sentía el gusto a la masa cruda. La atención moderada, el lugar es una icono de las pizzerias, pero no fuimos con gusto a poco. Volveremos por otra oportunidad . Precios moderados ($41000 - 8/11/25)",5,5,5,
Ruth Garcìa Primo,,,5,19/02/2026,Es una de las mejores pizzerias de buenos aires,5,5,5,
marcos scalzotto,,,5,19/02/2026,"Tremenda pizza super recomendable para comer , aunque haya cola",5,4,5,
Benjamin Gonzalez,,,5,19/02/2026,La mejor pizza de Buenos Aires para mi gusto si te gustan con mucho queso y basta.,5,5,5,
Maria Jose Ajaque Paz,,,5,19/02/2026,Hay que esperar para entrar pero vale la pena,5,5,3,
Valentin Ceneri,,,5,19/02/2026,"La pizza me pareció muy mala para el marketing q tiene. He comido pizzas 1000 veces mejores en otros lugares y sin esperar. No voy a volver,no vale la pena.",5,5,5,
Adonai Faagutu,,,5,19/02/2026,"Nos atendió federico y Antonella, super amables",5,5,3,
Anita Quintana,,,5,19/02/2026,Atención excelente,5,4,5,
Andrea Reyes,,,5,19/02/2026,"Federico y Antonela los mejores !! Un servicio de Lujo ! Atención personalizada , amabilidad al 100 una experiencia q vale la alegria de vivirla!!",5,5,5,
Candela Malen Studnitz,,,5,19/02/2026,Beto y Paola muy buena atención. La comida excelente.,5,5,5,
Lautaro Sosa,,,5,19/02/2026,Federico y Antonella. Amorosos y muy amables… excelente atención!!,5,5,5,
Carlos David Calderón,,,5,19/02/2026,"¡Servicio y calidad de la pizza, fantásticos!",5,4,5,
Samuel Serfaty,,,5,19/02/2026,Federico y Antonela excelente servicio,5,5,5,
Sofia Vargas,,,5,19/02/2026,federico y antonella,5,5,5,
Aby Occhiuzzi,,,5,19/02/2026,Excelentes pizzas! Y muy buena atención de Claudia y Pacheco. Gracias!!,5,5,5,
Guillermo Diaz,,,5,19/02/2026,Claudia y Pacheco unos genios! Atención de 1000000🫶🏼🙌🏻 súper atentos,5,5,5,
Javier Berardo,,,4,19/02/2026,Levi y antonella excelente atención,5,5,5,
Diego Anibal Zambrano Montero,,,5,19/02/2026,Increíble Levi y Antonella,5,5,5,
Benjamin Barraguirre,,,5,19/02/2026,Levi y Anto muy atentos son lo más 💖,5,5,5,
Ignacio Berardo,,,5,19/02/2026,excelente!! súper bien el atendimento de Levi y Antonella,5,5,3,
Ronald Méndez,,,5,19/02/2026,"Antonella y Levy nos atendieron muy bien. Mucha amabilidad y buen servicio.
Muy rica la comida",5,5,4,
Valessa Gómez-Martínez,,,5,19/02/2026,"Excelente todo, las personas que nos atendieron 100/100💖💗 Claudia, Nacho y Trinidad💗 geniooss todos
La mejor pizza que existe",5,5,5,
Enrique David Marcano Pacheco,,,5,19/02/2026,Muy buena,5,5,5,
BookedTM,,,4,19/02/2026,"Fuimos atendidos por Leandro y Claudia. Quienes fueron muy amables y atentos a la hora de lo ir sea. No sé cuánto es su sueldo, pero creo que se merecen un aumento",4,5,5,
Jimena Moyano,,,5,19/02/2026,Muy rica la comida. Gran atención por parte de Nacho y Trinidad.,5,5,5,
