Nombre,Número de reseñas,Número de fotos,Puntuación,Fecha,Comentario,Comida,Servicio,Ambiente,Platos recomendados
Mel G,,,5,09/04/2025,"De las mejores pizzas que comí, te dan ganas de probar toda la carta con gran variedad que tienen, excelente atención de parte de Elías que pese a la concurrencia se tomó el tiempo de hacernos sentir cómodos, llegamos justo para no hacer fila, si o si a volver a pronto!.",5.0,5.0,5.0,
Ricard Rafecas,,,5,05/11/2025,Un lugar para repetir mil veces! Comida abundante y muy buena y un servicio brutal de la mano de Diego y Claudia.,5.0,5.0,5.0,
Patricia Muñoz,,,4,08/06/2025,"Para mi es una parada obligada si pasas por calle Corrientes: Güerrin.

Si estas con poco tiempo podes pedir para comer en la barra, sino podes disfrutar de los salones. Sí, salones: principal, entrepiso, segundo piso, Salón Presidencial y Patio Napolitano.
La clásica de muzzarella o la fugazzetta rellena recomendada. Eso si, hay días que hay que armarse de paciencia ya que la gente que sale o entra de los teatros llenan el local. Ciertamente merece la pena aunque sea una vez pasar a comerse una porción de pizza.",5.0,5.0,5.0,
alejandro ledesma,,,4,06/09/2025,"Siempre cumple, nonse si es la mejor, pero estra fácil en top 5, ahora esta algo mas cara",4.0,4.0,5.0,
patricia encina,,,5,09/05/2025,"Excelente lugar, buen trato y muy rica la pizza. Recomendado. Saludos desde Paraguay",5.0,5.0,4.0,
Yulieth Rios,,,5,08/07/2025,"La pizza es deliciosa y el precio es muy accesible!!
Te atienden súper rápido. Si vas a pedir porción, puedes pedir silla para dos y te la traen más rápido.",5.0,5.0,5.0,
Mateo Baragatti,,,5,08/07/2025,"Increíble el lugar. Súper rico. Súper lindo. Me atendió el genio de Gabriel, un fenómeno la verdad. 10 puntos para Gabi",5.0,5.0,5.0,
Antonio Labriola,,,1,05/11/2025,Realmente me sorprendió la gente haciendo cola y comiendo de parado y apretujados por una pizzería que hace tiempo pertenece al grupo de Kentacky. Yo les recomendaría que prueben la pizza de Los Inmortales de la calle Lavalle. Insuperable!!!!,5.0,5.0,5.0,
mika vissani,,,5,05/11/2025,"Lugar impresionante..se come riquísimo ,la cantidad de gente que concurre es impresionante",5.0,5.0,5.0,
Cecilia Aballay,,,5,08/06/2025,Imperdible! Excelente atención y las pizzas exquisitas. Un lugar que deben visitar. Súper recomendable y si van al salón presidencial la experiencia será totalmente diferente.,5.0,5.0,5.0,
Luca Lopez,,,5,07/08/2025,"La comida muy rica, la atención especial, lo único la espera, pero valió la pena",5.0,4.0,5.0,
lionel sanabria,,,5,15/10/2025,"Excelente lugar, un clásico de Buenos Aires en pleno centro, y con el excelente sabor desde hace muchísimos años",5.0,5.0,3.0,
Mara Caudet,,,5,06/09/2025,"Sin duda unos de los mejores lugares nunca falla  . Muy bien servio
Muy amable todos . Gracias a Darío y Marian por la atención",5.0,5.0,5.0,
CRISTIAN MONTERO,,,4,09/01/2025,La pizza es excelente y grande. En nuestro caso comimos 3 una especial de la casa. Llegamos antes de las 21 por lo que no tuvimos espera. Cuando salimos había  cuadra de cola. Para agregar es que no cuenta con menú apto celíacos por lo que mi hija se trajo su vienda de casa. Es lo único reprochable ya que habiendo una ley nacional donde todos ls locales gastronómicos deben contar con dicho menú,5.0,5.0,5.0,
Cristian David Sacca,,,5,05/11/2025,Muy buenas pizzas y excelente atención de Milagros y Leo Morales.,5.0,5.0,5.0,
Sebas Arche,,,5,08/07/2025,"Histórica pizzeria de Buenos Aires. Muy linda ambientación, rememorando pasajes de la ciudad. Para destacar la atención del mozo, Daniel Pacheco. Volveremos!",5.0,5.0,5.0,
Jesús,,,3,10/03/2025,"En mi estancia en Buenos Aires un taxista al pasar por la calle Corrientes me recomendó esta pizzería por buena, calidad y no muy cara. En mi caso pedí una pizza chica de dos sabores, la de la casa y peperoni. Al traerme la pizza veo que está tapada con el queso e imaginé que en la mitad de peperoni podría estar debajo del queso… pero no! El camarero se confundió y me trajo la mitad de la pizza con una mezcla de jamón y mucha cebolla… 🧅. No me agrada mucho la cebolla en la pizza. Le llamé y se lo comenté de que no era lo que había pedido y si bien se ofreció a traerme una porción de pizza peperoni le dije que no porque ya no podía la verdad con más comida. Creo que en locales como estos (con tantos clientes y facturación) a la hora de tener que pagar el servicio se podría tener un detalle o descuento por el error cometido y no fue así. Pague mi ticket 🎟️ integro…",5.0,5.0,5.0,
Juliet Bernabeu,,,5,08/02/2025,"De las mejores pizzas de la ciudad, la mayoría de las que he probado son excelentes. Tienen demasiadas opciones de pizzas distintas. El lugar lo remodelaron hace poco y quedó increíble muy lindo, hace poco descubrí un pasillo que tienen en la planta baja que da otro salón. Quedé impresionada por lo grande que es la pizzería! Siempre vuelvo",5.0,5.0,5.0,
sabrina bojarski,,,5,08/06/2025,Excelente la atención de Gabriel!! Primera vez que voy y un 10 la atención y la pizza!! Seguramente vuelva!!,5.0,5.0,5.0,
Rochy Pagano,,,5,07/08/2025,"Nos atendió Ernesto muy amable, todo muuuuy rico, pedimos mitad ananá y jamón y otra mitad de champiñones 🥰 nuy recomendado",5.0,5.0,5.0,
Victoria Caneda,,,5,08/06/2025,"El mozo Gonzalo del Salón Presidencial un grosso, muy atento. Volveremos !! ✌🏼",5.0,5.0,5.0,
Gabriel Diaz,,,5,09/05/2025,Muy buena atención la cordialidad del los mozos exelente. En especial Gabriel 10 de 10 puntos ah y las pizzas espectacular,5.0,5.0,5.0,
Lourdes Heredia,,,5,09/05/2025,"Hermoso lugar, exquisita la comida. Gran variedad de pizzas ( es necesario volver para probar todas) . La atención más que buena. Gracias por la buena atención y la mejor onda de Alex. Nos vamos más que felices con la experiencia.",2.0,3.0,5.0,
Hernan Maxi,,,5,05/11/2025,"Riquísimo todo, por suerte me toca días sin mucha fila. Si hay que tener encuenta que dentro del salón tarda la espera de las comandas. Super recomendable todo.",5.0,5.0,4.0,
María Luz,,,5,08/02/2025,"Primera vez q venimos (somos de San Luis), encontramos un servicio excelente para la gran demanda q tiene. Nos llevamos una muy buena impresión... Y las pizzas espectaculares! Destacamos el servicio de Morales, muy atento y amable",2.0,2.0,5.0,
Andrea Barone,,,5,07/08/2025,Muy buen servicio. Claudio fue nuestro mesero y estuvo pendiente de nosotros. La comida excelente y Yanet en la recepción también muy atenta,5.0,5.0,1.0,
Marianne Valiente,,,5,05/11/2025,"Excelente atencion, la comida a tiempo y muy deliciosa, excelente servicio de Ivana y Levis",2.0,3.0,5.0,
Malu Rodriguez,,,5,03/11/2025,"El lugar al que siempre se vuelve cuando se quiere comer pizza. El que te hace quedar bien con quienes conocen Baires por primera vez, el lugar clave que acompaña pre o post salidas por av Corrientes.
Mi pizza fav: fugazzeta con jamón y queso.
El rincón fav: el patio del fondo",5.0,4.0,5.0,
Patricia Gomez,,,5,07/08/2025,"Nos atendió Daniel, muchísimas gracias por tu atención, familia Gómez -Baraldi de Córdoba",5.0,5.0,4.0,
paola diaz,,,5,09/05/2025,"Joel y Noelia excelente servicio, muchas gracias! muy buena atención desde la recepción hasta la salida, la comida espectacular, probamos la pizza, el flan y la focaccia, estaban deliciosas! Un lugar imperdible!!",5.0,5.0,4.0,
Stefanía Sanabria,,,5,05/11/2025,Pedro un genio! Nos atendió súper bien! La pizza una locura 😍,5.0,5.0,5.0,
Teresa Liubici,,,5,08/06/2025,"Especial atención y simpatía de Marina y el.mozo Cristian en los demás totalmente conforme, muy buenas pizzas y ambiente agradable y amigable",4.0,4.0,5.0,
Cynthia Lenzi,,,5,09/04/2025,"Clau y Leo, genios totales!! La atención excelente. Entramos súper rápido. Amo la pizza de Guerrín, es la número uno de la ciudad sin dudas. La de roquefort y cebollitas italianas es lo mejor que me pasó en la vida ❤️ El patio napolitano mi lugar favorito!",5.0,4.0,4.0,
Val Cortez,,,4,08/02/2025,"El lugar es histórico y una excelente opción cuando visitas Buenos Aires, pero no es la mejor pizza de Buenos Aires.
Es rica pero fui con expectativas muy altas por lo cual no pongo 5 estrellas, de todas maneras muy rico y recomendable.",5.0,5.0,5.0,
Jimena Torres,,,5,08/07/2025,"Excelente servicio!!! Desde que llegamos a la cola, atendidos por Claudia de recepción y luego en la mesa gracias a Federico por su amabilidad, celeridad y exquisita la pizza",5.0,5.0,5.0,
Veronica De Luca,,,5,09/01/2025,"Exquisita la pizza!
El lugar me encantó, hermoso todo❤️ quede maravillada! La atención también excelente rápida , muy atentos,destacó la atención de Noelia🥰 la verdad todo muy organizado , el personal muy amable en todo momento. Gracias por todo 🫶",5.0,5.0,5.0,
Francisca Argandoña Ruz,,,5,10/03/2025,"Maravilloso lugar 🤩 muy rico.
La atención de Nicolás 1000 de 10, muy amable y  simpático, una persona agradable, dispuesto a resolver todas las dudas. Volvería una y mil veces.",5.0,4.0,5.0,
Lourdes Argañaraz,,,5,05/11/2025,"Muy buena experiencia en el bar. Desde la recepción con Jeanette, que siempre recibe con amabilidad y simpatía, hasta la atención en mesa que fue excelente. Esteban  fue muy atento y cordial, haciendo que todo sea más agradable. Sin dudas, un lugar para volver.",5.0,5.0,3.0,
luciana casales,,,5,08/06/2025,"Solo decir que la atención es genial  vinimos de Bariloche a comer la especial y nos volvemos felices, cabe destacar la atención de Joel y Patricia que fueron súper serviciales . Con atención súper gracias",5.0,5.0,5.0,
Roberto Jose,,,5,06/09/2025,"Vinimos a comer y Pacheco un genio, nos atendio de 10 y muy respetuoso, volveria a venir sin dudas !",5.0,5.0,5.0,
Lorena Quiroga,,,4,05/11/2025,"La pizza muy buena, lo único mucha gente siempre así que hay que ir con paciencia",5.0,5.0,4.0,
Maxi Bertold,,,2,15/10/2025,"Ni, la verdad no es como la pintan. Cómo calidad de pizza conocí muchas mejores. Y como comodidad del lugar bastante choton. Mucho kilombo. Probamos una pizza fugaseta y bebida 60 mil mangos aprox. Es un 2 estrellas para mi",5.0,4.0,4.0,
Arturo Fonseca Sandoval,,,5,06/09/2025,"Las mejores pizzas de Buenos Aires. Exquisitas. Si vas solo puedes comer en las barras, todo es rápido y accesible.",5.0,5.0,4.0,
Silvia Ramallo,,,5,05/11/2025,"Mariano el mozo excelente, nos dio una clase de historia de Guerrin y Claudia  MUY AMABLE",5.0,5.0,4.0,
VALERIA,,,5,07/08/2025,"Riquísima, todos los ingredientes de alta calidad. Sabor único y excelente atención.",5.0,5.0,5.0,
José Cambón,,,5,05/11/2025,Excelente experiencia! Buena atención y las pizzas muy ricas!!!,5.0,5.0,5.0,
Stefy Gauna Saucedo,,,5,06/09/2025,"Excelente servicio y comida, gracias Lautaro y Mariana por la atención, volveremos todas las veces que venga a BS AS, Guerrin la mejor pizzeria por mejor, gracias",5.0,5.0,5.0,
Xime Villate,,,5,05/11/2025,"Excelente atención, la gente no para de venir pero de igual manera te atienden como si fueran los únicos presentes. La comida no hay similar, todo excelente que se entiende el porqué de tantos años son pioneros. Excelente también la atención de Daniel y Marina 😊",5.0,5.0,5.0,
Daniel Ramos,,,5,07/08/2025,"LA PIZZA DE MUZZARELLA, BACON Y HUEVO FRITO 🤤🤤
Un genio Claudio que nos atendió con la mejor de las ondas.
El lugar y la misma gente increíbles 🙏🏻✨",5.0,5.0,5.0,
Lucrecia Rueda Rodríguez,,,5,06/09/2025,"Excelente atención de parte de Marina y Sebastián, muy atentos y amables",5.0,5.0,5.0,
Sofia Ferrante,,,5,09/05/2025,"Hermoso lugar! Emblemático, la atención de Miriam y Dario, el mozo, fue impecable. Siempre atentos. Volveremos y seremos millones",5.0,5.0,5.0,
Nanci Silvana Ibarra,,,5,07/08/2025,"Muy rica las pizzas!!! Comimos re bien!❤️ Antonela fue muy amable con nosotras y Mario muy cordial, atento y el servicio excelente!",5.0,5.0,5.0,
delfina marchal,,,5,08/06/2025,"Te amo Güerrin, jamás me harán odiarte",5.0,5.0,5.0,
DJ Kurz,,,5,08/07/2025,"Excelente atención por parte de Marina, Ernesto e Ivana.
El lugar... un clásico. Imposible no visitar si estas de paseo en Buenos Aires. Ideal para ir a toda hora. Ahhh.... no te olvides de pedir una jarra de moscato!!!",5.0,5.0,5.0,
Lucía De Lillo,,,5,07/08/2025,Guerrin es un must. Buenísima la atención de Antonella y Gonzalo. Muchas gracias!,5.0,4.0,5.0,
Happy Gneddu,,,3,08/02/2025,"Visité Pizzería Güerrín en Buenos Aires con mi familia, atraídos por su fama como un lugar emblemático y peculiar. El ambiente sin duda merece una visita, ya que el local tiene un carácter auténtico y una energía única.

Sin embargo, las pizzas en trozos no nos impresionaron. Para nuestro gusto, la masa estaba un poco cruda por dentro, lo que afectó la experiencia. Además, los precios de las bebidas y los postres nos parecieron elevados en relación con lo que ofrecen.

El servicio fue correcto, aunque se notaba que los empleados estaban corriendo a mil para atender a la enorme cantidad de gente, lo que también impacta en la atención al detalle.

En resumen, recomiendo pasar para conocer el local, que definitivamente tiene su encanto, y quizás probar un trozo de pizza para la experiencia, pero no más que eso. Es un lugar más para “ver” que para disfrutar una comida inolvidable.",5.0,5.0,4.0,
Daiana Canete,,,5,08/07/2025,"Excelente lugar, buena comida, atención increíble!!!
Trinidad Nos consiguió una mesa para 15 súper rápido!
Erwin fue nuestro camarero de lujo",5.0,4.0,5.0,
Soraya Arab,,,2,10/03/2025,"Fui con demasiadas expectativas y la verdad me desilusionó.... He comido pizzas mucho mejores, tiene mucho condimento entonces se pierde el sabor de lo que uno elige. No volvería. Una mosca sobrevoló nuestra mesa toda la cena. El mozo de mala gana. El calor ahí adentro insoportable. El ruido ambiente aturde... Me saqué las ganas de conocer, pero no la recomiendo ni volvería... El precio es muy elevado",5.0,5.0,5.0,
Cecilia Ponce,,,5,09/01/2025,"La atención espectacular de Gonzalo súper amable, nos recibió con una sonrisa y estuvo pendiente de nuestra mesa durante toda la cena , Nos hizo sentir en casa❤️
La comida un 10 !!! Si venís a Buenos Aires si o si tenes que hacer un stop aquí📍",4.0,5.0,5.0,
Joel Bustos,,,3,06/09/2025,"Muy lindo el lugar, la pizza no vale las 70 lucas q cobraron, muy rica la imperial tirada",5.0,5.0,4.0,
Andrea Uribe,,,5,06/09/2025,Un lindo y grande restaurante. La pizza es deliciosa. La atención fue rápida.,5.0,5.0,5.0,
Joaquín García,,,5,06/09/2025,"Muy lindo lugar, Jhonny y janet nos brindaron el mejor servicio posible. Muy amigables y amables. Totalmente recomendado!!",5.0,5.0,5.0,
Marina Visciarelli,,,5,08/06/2025,"Apenas entramos Claudia nos dió mesa muy amablemente y enseguida. Buenísima atención de Ariel, nos trajo  cordialmente la cena, todo rápido a pesar de la cantidad de gente que se encontraba en el local. Riquísimas las pizzas y hasta el postre!",5.0,5.0,4.0,
Daniela Godoy,,,5,06/09/2025,"Excelente lugar, el servicio muy buena, excelente atención. Muchas gracias al mozo Gonzalo por todo!!",5.0,5.0,5.0,
Rafael Ruiz (Control Remoto),,,4,05/11/2025,"Sensacional la comida y espectacular el postre, sopa inglesa.",5.0,5.0,5.0,
Armando Corona,,,5,06/09/2025,"Pizzas deliciosas, los precios adecuados, el servicio excelente.",5.0,5.0,5.0,
Juan Rodrigo Ramos Ayala,,,5,31/10/2025,"Excelente la atención de Trinidad y Nacho, es un lugar imperdible!!",5.0,4.0,5.0,
Marina Fuentes,,,5,09/04/2025,"Excelente servicio! Lau una genia con su atención y leo el mozo  super atento. La pizza de  jamón crudo y crema de cebolla super recomemdable! Y tambien la pizza de roquefort con cebolla. De postre nos pedimos flan con dulce de leche y crema, porciones super abundantes y muy rico.",5.0,5.0,5.0,
Gustavo Antón,,,5,22/10/2025,"Excelente por donde se lo mire... uno no puede dejar de sorprenderse al ver el lugar, sumado a la hermosa atención, obvio las pizzas de primer nivel",5.0,5.0,5.0,
EZEQUIEL PERALTA,,,5,07/08/2025,"La comida es excelente, la atención muy buena. Lo único es el ruido ambiente por la cantidad de gente.",5.0,5.0,5.0,
Vanina Pardini,,,5,08/06/2025,"Eccelente... Rica comida ... super rápido el servicio...
Los empleados todos re amables y eso que estaban atendiendo mucha gente... Admirable el trabajo de cada uno!
Recomendable!!",5.0,5.0,5.0,
Moisés Maldonado,,,5,06/09/2025,Ariel y Antonella nos atendieron súper bien y la pizza está increíble.,5.0,5.0,5.0,
Nahiara Castaño,,,4,08/10/2025,"Nos atendió claudia en la puerta fue muy amorosa, y nico de lima fue nuestro mozo muy atento también. Una experiencia muy agradable, la única sugerencia es que deberían agregar la jarra de agua que por ley  te deben brindar.",5.0,5.0,5.0,
Gnax,,,5,08/02/2025,"Las mejores pizzas de Buenos Aires, hechas en el impresionante horno que mantiene su fuego desde el inicio de la pizzería desde el siglo XX. Recomiendo sólidamente la fugazzeta rellena, queso de muy buena calidad y cebolla cocida perfectamente. La pizza muzzarella muy rica también. En la barra, podés comer de a porciones. Hay gente de todos los países que vienen a Argentina a visitar una pizzería icónica del país, encontramos a un señor italiano que habló amablemente con el mozo. Para la próxima vez, visitaremos el salón italiano que está al fondo del restaurante 🍕",5.0,5.0,5.0,
Julieta E. Moreno,,,5,05/11/2025,"Muy buena la comida.
Me encanta que haya opciones veganas!",5.0,5.0,5.0,
Francisco Bracamonte,,,5,07/08/2025,"Bomba, buen servicio. Llegaron bien las dos pizzas, no las pudimos terminar entre 4",5.0,5.0,5.0,
Matias Prota,,,5,06/09/2025,"Muy buena pizza. Se junta mucha gente y eso incomoda un poco, deberían tener un lugar más amplio",5.0,5.0,5.0,
Florencia Ive,,,5,08/07/2025,"Excelente cena con amigos con la mejor pizza y budín de pan. Destacamos la atención de Marina, Ivana y Pablo.",5.0,5.0,5.0,
Mauro Bustamante,,,5,08/02/2025,"La esperamos para poder ingresar, que no fue mucha, se justifica claramente. La mejor Pizza!! Todo muy organizado y muy buena atención.  Lugar Muy recomendable.",4.0,4.0,5.0,
Natalia Correa,,,5,05/11/2025,"Conocimos el nuevo salón que inauguraron hace poco. Y está muy lindo decorado y entra un montón más de gente.
Atienden rápido y buena predisposición de los mozos, que siempre están a full.
Llevamos a unos amigos chilenos y les encantó. No falla! La verdad que riquísimo.",2.0,4.0,4.0,
Camila Arbelo,,,5,08/07/2025,"La comida excelente, las mejores pizzas! Muy buena la atención de todo el personal y sobretodo de Antonella y José",5.0,5.0,5.0,
Franco Gatica,,,5,07/08/2025,"Comida 10/10
Atención y servicio 10/10
Agustin mozo y milagros  10/10
Nico, lisa y Pitu se comieron todo, no dejaron nada jeje",4.0,5.0,5.0,
Lucas Sanchez,,,5,15/10/2025,"La mejor pizza de todo BUENOS AIRES! La Masa muy sabrosa, con un crocante perfecto!! queso y salsa que se llenan por encima...un SABOR SUBLIME !! recomendable siempre que pasas por BS AS, llegarte y probar una nueva variedad!!",5.0,5.0,5.0,
Maria Paula Gordillo,,,5,07/08/2025,Increíble 🤯. Pensé que era pura fama pero no. Realmente es la mejor pizza do mundo 🍕. Lo único que es medio caro.,5.0,5.0,5.0,
Gustavo Di Bartolomei,,,5,06/09/2025,"Hermoso el patio napolitano , no es la primera vez que venimos , ya que tanto la comida como la atención del personal es un 10 , sigan así , volveremos !!",4.0,4.0,5.0,
Shamira Colo,,,5,05/11/2025,"Divino, el mejor lugar en Buenos Aires. Cada vez que venimos a Buenos Aires venimos acá , todo muy rico como siempre.  La atención de Marina y Diego Ortiz fue excelente 10/10. Volveremos !",5.0,5.0,4.0,
Fernanda Yulan,,,5,08/06/2025,"Las mejores pizzas y empanadas que probé!
Excelente ambiente y atención. Precios moderados. Cuenta con muchísimo espacio pero se llena!!
Solo mencionar que la limpieza en los baños no era la mejor",5.0,5.0,5.0,
V GON,,,5,06/09/2025,"Servicio rápido y eficiente. Nuestro mozo de nombre Gabriel una maravilla por atención, servicial y gentileza.
Llegó la comida rápido y caliente. Porciones generosas a muuuy buen precio y no se puede describir lo rica que es y con el amor y pasión que le ponen.
Mis más sinceras felicitaciones.
Gracias!!!",5.0,4.0,5.0,
Jian Gallego,,,5,05/11/2025,"Una visita imperdible si estás en Buenos Aires. En la noche suele haber fila pero avanza rápido, sin embargo vale totalmente la espera, la comida es deliciosa, el personal es muy amable y el lugar es muy cálido, se siente un ambiente muy familiar.",5.0,5.0,5.0,
Paco Chávez,,,5,08/07/2025,"Caro para ser pizza
Pero buenisima aprobado desde Mexico 🇲🇽no puedes olvidar este lugar y la coca sabe como la de mexico jaja",5.0,4.0,5.0,
Jairo Villalobos,,,5,08/07/2025,"De las mejores pizzas de BA. Desde la llegada al restaurante te tratan muy bien, Aldana te recibe con mucha amabilidad y en la mesa de 10, Daniel Pacheco muy atento en los detalles y recomendaciones. Como siempre vale la pena regresar.",4.0,5.0,4.0,
Alexandra Redondo,,,4,05/11/2025,"¡La pizzería Güerrín es espectacular! Sus pizzas son deliciosas, las porciones son de muy buen tamaño, el lugar es muy llamativo (Especialmente el patio/salón del fondo) y su comida es un 10/10. Su diseño y ambientación tiene un toque vintage que te transporta a otra época. Los postres son enormes y se pueden compartir. Este lugar es un clásico imperdible si vistas Buenos Aires y es una parada obligada si vas a conocer la Av. Corrientes. Te recomiendo ir con tiempo y mucha paciencia, porque el lugar casi siempre está lleno y a menos que vayas temprano, toca hacer fila.",5.0,5.0,5.0,
Fabiana Silveira,,,5,06/11/2023,"Hace unos días invité a mis hijas a conocer Güerrín. Quedaron fascinadas. Fuimos al salón del fondo tan particular para muchos, para mí es volver en el tiempo. La pizza es deliciosa y sí, si tuviera más piso sería mejor, pero reconozco que el  sabor es espectacular. Los precios son acordes. La atención es muy buena en todo momento. Está lleno la mayoría del tiempo así que aconsejo ir temprano.",5.0,5.0,5.0,
Chiara Pennisi,,,4,07/08/2025,"La pizza estuvo bien pero no es la mejor que probé en mi vida, quizás porque yo prefiero otro estilo de masa y cocción. Sin embargo, es un punto emblemático de la capital que vale la pena visitar.",5.0,5.0,5.0,
barbara cola,,,5,07/08/2025,"Miriam y Iván los mejores mozos! Muy buena onda. Las pizzas exelentes, no vengan en hora pico porque se llena",5.0,5.0,5.0,
Sofia Luaces,,,5,05/11/2025,"una experiencia que si o si tenés que vivir. Atención de diez, comida de buena calidad. Lugar legendario.",5.0,5.0,5.0,
Romina Rufino,,,5,05/11/2025,"Una Delicia, la atención rápida y no por eso menos cálida, un amor de experiencia.",5.0,5.0,5.0,
Lucia Marconi,,,5,09/04/2025,"Riquísima la pizza a los 4 quesos, de otro planeta! Con 2 porciones ya no daba más. Excelente experiencia! Nicolás, nuestro mozo nos atendió de 10.",5.0,5.0,5.0,
The Old John - Rock Forever,,,5,10/12/2024,"Un lugar con mucha historia y tradición, fundada en 1932 (92 años), es una de las 5 pizzerrias más antigua de Argentina.  Impresionante local con varios salones, planta baja, 1er piso, patio y aparte terraza, fácil para atender a más de 800 personas al mismo tiempo (Sin exagerar), cada salón es independiente de los otros con su horno de leña, la atención es rápida a pesar de lo lleno que estaba. Las pizzas tienen su toque especial de preparación, mozzarela doble que cubre toda la masa y arriba el ingrediente que se solicita, deliciosa y en su punto.",5.0,5.0,5.0,
fedeerico pappano,,,5,08/06/2025,"La pizza fue de otro planeta, la mejor que comi en mi vida, excelente atención samanta,Gisela y emanuel",5.0,5.0,5.0,
Nati Romero,,,5,05/11/2025,Antonela y Gian nos atendieron de 10 . Muy rápido el servicio,5.0,5.0,5.0,
Ines Opecut,,,5,09/04/2025,"Una de las mejores pizzas que hemos probado. Muy distinta a la masa napolitana pero con un sabor destacable, masa más bien a la romana. La salsa, el condimento con el aceite de oliva y el leve toque ahumado de los hornos de leña. Exquisita 👌",5.0,5.0,5.0,
Emiliano Cavalli,,,5,22/10/2025,Excelente todo. Patricia una genia!!,5.0,5.0,4.0,
David Merchan,,,5,08/06/2025,Excelente todo. Muy buena la atención y recomendaciones de Isaías y Yisela.,5.0,5.0,5.0,
Augusto De Jong,,,5,07/08/2025,"Excelente lugar, la atención de 10!! Beto un genio!!!",5.0,5.0,4.0,
Romina Solsona,,,5,07/08/2025,La mejor pizza de Buenos Aires! Muchas variedades! Muy buena atención y el tiempo de espera es poco por la cantidad de gente que va!,5.0,5.0,5.0,
Juliana Lopez,,,5,07/08/2025,"Excelente la atención de La Recepcionista Marina y de Nacho en la mesa.
La fugazzeta rellena, 1000 puntos. Las empanadas fritas, maravilla.",5.0,5.0,5.0,
Vicky Garcia Alonso,,,5,09/04/2025,"Morales el mejor camarero de Guerrin!  La pizza un cuento de hadas, tardo un poco en salir pero vale 100% la espera.
Un clásico porteño imperdible si estas en av.corrientes. No te lo pierdas y pedí la especial de la casa.",5.0,5.0,5.0,
Gian Luca Sgariglia,,,5,06/09/2025,Exelente atencion de Kevin y Noelia y MUY ricas pizzas.,4.0,5.0,5.0,
Daiana Müller,,,5,09/01/2025,"Ivan fue un excelente mesero! Nos atendió super rápido, y la comida salió bastante rápido tmb…
Tuvimos que hacer una fila afuera porque por supuesto está pizzería es muy popular! Y se llena en cualquier momento del día. Y es la mejor definitivamente! Gracias Ivan por tu simpatía y amabilidad!",5.0,5.0,4.0,
Sol Parra rivera,,,5,22/10/2025,"Mi pareja y yo venimos desde cartagena. Fabuloso el servicio a pesar de estar llenos fue rápido, los sabores de las pizzas son increíbles, Daniel el mozo,presta un servicio increíble volvería sin duda, no lo dudes vale la pena",5.0,5.0,5.0,
Belen Y.,,,5,08/06/2025,Dani Pacheco y Aldana unos genios totales. La comida excelente pero es más lindo el ambiente cuando te atienden bien.,5.0,5.0,5.0,
Alfonsina Vera,,,5,08/10/2025,"Fuimos atendidos por dos excelentes personas, Gaby e Ivana 😁🫶🏼",5.0,5.0,4.0,
Karla Sánchez,,,4,05/11/2025,"El lugar es muuuy grande, tuvimos la buena suerte de no hacer tanta fila de espera y pasamos muy rápido, esta muy bien organizada la asignación de mesa.
El servicio del mesero fue rápido y atento.
En cuanto a la pizza, está rica sin embargo creo que no es nada extraordinario, quizá para probarla una vez está bien.
Hay una gran variedad de sabores, tipos de pizza y postres.",4.0,5.0,3.0,
Sergio Red,,,2,08/07/2025,"La pizza es un 20% de rica de lo que alguna vez fue, hoy en día es una sombra, una pena. Las bebidas chicas cuestan 4200 pesos ( junio 2025 ) un abuso.",4.0,5.0,2.0,
Diana Cara,,,5,06/09/2025,"Una experiencia que tenes que vivir!!!!   El lugar es muy grande y hay mucha gente, pero estan muy bien organizados y enseguida conseguimos mesa, vinimos 4 personas.  Riquísima la pizza!!!  Muy buena la atención de Beto y muy cordial Antonella!!   Volveremos  seguro 👍",5.0,5.0,3.0,
Julieta Casado,,,4,06/09/2025,"Mariano a pesar de estar el salón lleno nos atendió con mucha amabilidad y calidez. Se preocupó por tener la mesa siempre limpia y se acercó varias veces a consultar cómo había salido todo.

Mencionó especial para Marina que nos recibió con mucha amabilidad.

Volveremos.",5.0,5.0,5.0,
Yani Cañete,,,4,09/01/2025,"Primera vez en el lugar, muy buen ambiente y las pizzas de 10, nos atendió Fernando y simplemente un genio, gracias a Gisela.
Recomiendo muchísimo, a la birra le faltó frío jajaja",5.0,4.0,5.0,
Anita Becker,,,5,06/09/2025,Excelente servicio de Ivana y Pacheco. La pizza espectacular,5.0,5.0,5.0,
Orlando Pardo,,,4,06/09/2025,"Buena pizza, discutible si hablamos de que si es cara o no.
El lugar es lindísimo!",5.0,5.0,5.0,
Eilidh Sayers,,,5,08/07/2025,"Excelente comida, el servicio fue rápido y Gabriel fue muy atento y amable.",5.0,5.0,5.0,
Antonella Emilse Matana Vidal,,,5,05/11/2025,"Aunque había mucha gente y fila, es todo muy dinámico y rápido, amo Guerrin!",5.0,5.0,5.0,
Pedro Melgarejo,,,5,05/11/2025,"Llegamos domingo a las 13:00 con la suerte de encontrar una mesa para 2 libre y sin formar fila, aproximadamente 10 minutos posteriores ya se podía ver una gran cantidad de personas aguardando lugar. Sobre la comida 5/5, especialmente la fugazzeta de queso, deliciosamente delicioso, no hay con que darle. El servicio se hace lo que se puede con la cantidad de personas que entran y salen del lugar, se maneja bien. Un lugar que visitar si o si cuando estas por Buenos Aires.",5.0,5.0,5.0,
